PID	Street Address	MBLU	Book&Page	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Appr. Year	Improvements	Land	Total	Recent Sale Price	Recent Sale Date	Prev Sale Price	Prev Sale Date	Prev. Ass. Imp	Prev. Ass. Land	Prev. Ass. Tot	Prev. App. Imp	Prev. App. Land	Prev. App. Tot	
473	24 RECORDRIDGE LN	403/  52/  /  / 	  2013/0352	$745,500	$745,500	10.4	1010	SINGLE FAM MDL01	RD	1	2021	$535,100	$210,400	$745,500	$85,048	02/17/1993	$104,000	07/01/1991	$427,400	$186,100	$613,500	$427,400	$186,100	$613,500	20:11:07	350
474	20 RECORDRIDGE LN	403/  53/  /  / 	002833/0065	$558,800	$558,800	5.7	1010	SINGLE FAM MDL01		1	2021	$358,800	$200,000	$558,800	$146,000	06/09/2003	$100,000	02/03/1992	$322,500	$176,700	$499,200	$322,500	$176,700	$499,200	20:11:07	351
475	18 EAST THETFORD RD	403/  54/  /  / 	  4102/0110	$686,600	$851,600	40.70	1040	TWO FAMILY	RD	1	2021	$472,000	$379,600	$851,600	$500,000	12/19/2014			$492,300	$168,200	$660,500	$492,300	$317,100	$809,400	20:11:08	352
476	23 STORRS HILL LN	404/  1/  /  / 	  4471/ 712	$477,900	$620,200	37.4	1010	SINGLE FAM MDL01	RD	1	2021	$285,600	$334,600	$620,200	$475,000	10/09/2019			$261,600	$155,100	$416,700	$261,600	$345,100	$606,700	20:11:09	353
478	46 STORRS HILL LN	404/  3/  /  / 	  3052/0110	$461,300	$793,000	215	1040	TWO FAMILY	RD	1	2021	$270,800	$522,200	$793,000	$0	09/07/2004			$218,200	$207,000	$425,200	$218,200	$506,600	$724,800	20:11:10	354
479	28 STORRS HILL LN	404/  4/  /  / 	  3621/0609	$1,058,300	$1,359,900	103	1010	SINGLE FAM MDL01	RD	1	2021	$750,500	$609,400	$1,359,900	$0	06/24/2009	$395,048	04/24/1992	$724,800	$309,400	$1,034,200	$724,800	$582,700	$1,307,500	20:11:11	355
480	97 NORTH THETFORD RD	404/  5/  /  / 	  3378/0970	$409,400	$479,100	13.2	1010	SINGLE FAM MDL01	RD	1	2021	$247,100	$232,000	$479,100	$0	02/15/2007			$182,700	$129,000	$311,700	$182,700	$192,300	$375,000	20:11:12	356
482	105 NORTH THETFORD RD	404/  7/  /  / 	  3988/0223	$462,900	$538,100	15	1010	SINGLE FAM MDL01	RD	1	2021	$308,300	$229,800	$538,100	$525,000	06/18/2013	$633,200	05/01/2008	$302,700	$122,100	$424,800	$302,700	$189,400	$492,100	20:11:13	357
483	111 NORTH THETFORD RD	404/  8/  /  / 	  3901/0778	$700	$700	0.06	1320	RES ACLNUD	RD	1	2021	$0	$700	$700	$0	07/24/2012			$0	$600	$600	$0	$600	$600	20:11:13	358
484	131 NORTH THETFORD RD	404/  9/  /  / 	  4356/0716	$613,900	$613,900	2.3	1010	SINGLE FAM MDL01	RD	1	2021	$431,700	$182,200	$613,900	$0	04/30/2018	$97,619	09/23/1993	$387,300	$164,200	$551,500	$387,300	$164,200	$551,500	20:11:14	359
486	161 NORTH THETFORD RD	404/  11/  /  / 	  3389/0560	$585,900	$585,900	8.16	1110	APT 4-UNT  MDL-01	RD	1	2021	$367,800	$218,100	$585,900	$0	03/23/2007	$4,000	09/23/1993	$269,200	$196,800	$466,000	$269,200	$196,800	$466,000	20:11:15	360
487	175 NORTH THETFORD RD	404/  12/  /  / 	  3934/0421	$345,100	$345,100	1.84	1010	SINGLE FAM MDL01	RD	1	2021	$165,100	$180,000	$345,100	$325,000	11/21/2012	$112,000	07/26/1982	$163,300	$162,200	$325,500	$163,300	$162,200	$325,500	20:11:16	361
488	534 RIVER RD	404/  13/  /  / 	  2037/0625	$558,200	$558,200	1.78	1010	SINGLE FAM MDL01	RD	1	2021	$309,400	$248,800	$558,200	$146,467	06/21/1993	$20,000	12/14/1960	$228,000	$265,200	$493,200	$228,000	$265,200	$493,200	20:11:17	362
490	526 RIVER RD	404/  15/  /  / 	PRO-2004	$501,400	$501,400	0.98	1010	SINGLE FAM MDL01	RD	1	2021	$289,700	$211,700	$501,400	$0	11/18/2004			$195,900	$249,200	$445,100	$195,900	$249,200	$445,100	20:11:18	363
492	520 RIVER RD	404/  17/  /  / 	  3614/0968	$323,100	$323,100	5.83	1010	SINGLE FAM MDL01	RD	1	2021	$124,500	$198,600	$323,100	$278,533	06/02/2009			$112,200	$145,600	$257,800	$112,200	$145,600	$257,800	20:11:19	364
493	498 RIVER RD	404/  18/  /  / 	  3224/0749	$700,600	$1,135,900	66.1	1010	SINGLE FAM MDL01	RD	1	2021	$442,700	$693,200	$1,135,900	$0	11/22/2005			$367,000	$295,900	$662,900	$367,000	$683,200	$1,050,200	20:11:20	365
494	474 RIVER RD	404/  19/  /  / 	  4093/ 306	$1,267,500	$1,538,100	120	1080	SFR/ACC UNIT	RD	1	2021	$978,200	$559,900	$1,538,100	$362,533	11/05/2014			$888,400	$273,600	$1,162,000	$888,400	$515,400	$1,403,800	20:11:21	366
495	429 RIVER RD	404/  20/  /  / 	  3074/0149	$641,700	$641,700	7.36	1013	SFR WATER  MDL-01	RD	1	2021	$308,000	$333,700	$641,700	$0	09/15/2004	$262,000	06/29/1995	$240,400	$323,400	$563,800	$240,400	$323,400	$563,800	20:11:22	367
501	535 RIVER RD	404/  26/  /  / 	  1292/0257	$262,800	$262,800	0.96	1013	SFR WATER  MDL-01	RD	1	2021	$63,500	$199,300	$262,800	$20,500	09/09/1976	$20,000	12/14/1960	$65,000	$159,200	$224,200	$65,000	$159,200	$224,200	20:11:22	368
506	21 GREGORY RD	404/  31/  /  / 	  3704/0784	$937,200	$937,200	9	1010	SINGLE FAM MDL01		1	2021	$580,400	$356,800	$937,200	$650,000	05/24/2010	$625,000	05/22/2003	$490,100	$315,000	$805,100	$490,100	$315,000	$805,100	20:11:23	369
507	560 RIVER RD	404/  32/  /  / 	  4505/0085	$610,500	$979,800	122.50	1090	MULTI HSES	RD	4	2021	$326,000	$653,800	$979,800	$0	03/09/2020	$4,000	01/04/1994	$283,000	$230,900	$513,900	$283,000	$562,500	$845,500	20:11:24	370
509	25 BRECK HILL RD	404/  34/  /  / 	  3988/0241	$600,200	$600,200	1.7	1010	SINGLE FAM MDL01	RD	1	2021	$339,400	$260,800	$600,200	$612,533	06/18/2013	$295,000	08/23/2005	$346,600	$229,600	$576,200	$346,600	$229,600	$576,200	20:11:25	371
510	7 GREGORY RD	404/  35/  /  / 	  4120/0212	$659,900	$749,300	13.2	1010	SINGLE FAM MDL01	RD	1	2021	$406,200	$343,100	$749,300	$700,000	04/09/2015	$950,000	04/14/2006	$383,700	$267,900	$651,600	$383,700	$348,900	$732,600	20:11:26	372
512	40 BRECK HILL RD	404/  37/  /  / 	  3819/0886	$10,200	$265,100	35.34	6506	FARM-6	RD	1	2021	$0	$265,100	$265,100	$140,000	09/13/2011			$0	$10,200	$10,200	$0	$212,700	$212,700	20:11:27	373
513	34 BRECK HILL RD	404/  38/  /  / 	  3595/0931	$490,500	$490,500	5.4	1010	SINGLE FAM MDL01		1	2021	$275,900	$214,600	$490,500	$0	03/31/2009	$4,286	03/10/1989	$233,800	$249,000	$482,800	$233,800	$249,000	$482,800	20:11:28	374
514	30 BRECK HILL RD	404/  39/  /  / 	  3479/0593	$643,600	$722,300	14.46	1010	SINGLE FAM MDL01	RD	1	2021	$365,300	$357,000	$722,300	$685,000	12/04/2007	$2,667	09/05/2000	$330,700	$302,200	$632,900	$330,700	$373,200	$703,900	20:11:30	375
515	24 BRECK HILL RD	404/  40/  /  / 	  1928/0356	$361,300	$361,300	2.7	1010	SINGLE FAM MDL01	RD	1	2021	$173,600	$187,700	$361,300	$125,524	09/12/1991	$67,000	07/10/1986	$156,900	$180,400	$337,300	$156,900	$180,400	$337,300	20:11:31	376
517	2 BRECK HILL RD	404/  42/  /  / 	  3901/0778	$513,000	$613,500	16.4	1040	TWO FAMILY	RD	1	2021	$331,700	$281,800	$613,500	$0	07/24/2012			$279,200	$171,100	$450,300	$279,200	$262,000	$541,200	20:11:31	377
519	108 NORTH THETFORD RD	404/  44/  /  / 	  3389/0097	$299,000	$299,000	2.2	1010	SINGLE FAM MDL01	RD	1	2021	$142,100	$156,900	$299,000	$0	03/22/2007			$124,600	$125,100	$249,700	$124,600	$125,100	$249,700	20:11:32	378
520	100 NORTH THETFORD RD	404/  45/  /  / 	  4338/0634	$687,700	$687,700	3.8	1010	SINGLE FAM MDL01	RD	1	2021	$482,800	$204,900	$687,700	$0	01/18/2018			$392,700	$164,000	$556,700	$392,700	$164,000	$556,700	20:11:33	379
522	88 NORTH THETFORD RD	404/  47/  /  / 	  1646/ 722	$295,300	$295,300	2	1010	SINGLE FAM MDL01	RD	1	2021	$133,200	$162,100	$295,300	$65,000	01/05/1987			$118,100	$116,600	$234,700	$118,100	$116,600	$234,700	20:11:34	380
526	74 NORTH THETFORD RD	404/  48/  1000/  / 	  1088/0339	$350,600	$350,600	6.23	1090	MULTI HSES	RD	1	2021	$133,300	$217,300	$350,600	$0				$112,300	$155,900	$268,200	$112,300	$155,900	$268,200	20:11:35	381
527	68 NORTH THETFORD RD	404/  48/  2000/  / 	  2267/0853	$520,100	$520,100	5.78	1010	SINGLE FAM MDL01		1	2021	$312,700	$207,400	$520,100	$0	08/06/1997			$342,300	$166,300	$508,600	$342,300	$166,300	$508,600	20:11:36	382
530	59 BRECK HILL RD	405/  2/  /  / 	  2468/0135	$746,100	$760,400	6.91	1010	SINGLE FAM MDL01	RD	1	2021	$458,500	$301,900	$760,400	$280,000	05/09/2000			$496,700	$247,700	$744,400	$496,700	$258,000	$754,700	20:11:37	383
102732	172 GOOSE POND RD	410/  76/  /  / 	  3323/0687	$105,600	$105,600	0.46	1030	MOBILE HOM  MDL-02	RD	1	2021	$36,300	$69,300	$105,600	$80,000	09/01/2006			$16,600	$62,700	$79,300	$16,600	$62,700	$79,300	20:11:37	384
529	43 BRECK HILL RD	405/  1/  /  / 	  4526/ 683	$341,000	$341,000	2.92	1010	SINGLE FAM MDL01	RD	1	2021	$159,300	$181,700	$341,000	$0	06/11/2020	$260,000	02/08/2019	$138,200	$145,200	$283,400	$138,200	$145,200	$283,400	20:11:38	385
639	10 TAVERN LN	406/  36/  /  / 	  3897/0317	$1,951,500	$2,419,800	75.00	1010	SINGLE FAM MDL01	RD	3	2021	$1,610,400	$809,400	$2,419,800	$1,825,000	07/02/2012	$140,000	04/30/1999	$1,516,800	$250,100	$1,766,900	$1,516,800	$479,600	$1,996,400	20:11:39	386
625	280 ORFORD RD	406/  22/  1000/  / 	  4447/0290	$774,200	$774,200	7.24	1010	SINGLE FAM MDL01	RD	1	2021	$553,700	$220,500	$774,200	$798,000	07/01/2019	$585,000	07/08/2003	$583,700	$191,200	$774,900	$583,700	$191,200	$774,900	20:11:40	387
532	89 BRECK HILL RD	405/  4/  /  / 	  1807/ 510	$241,100	$241,100	5.07	1010	SINGLE FAM MDL01	RD	1	2021	$58,700	$182,400	$241,100	$4,000	06/04/1989			$54,400	$160,700	$215,100	$54,400	$160,700	$215,100	20:11:41	388
533	99 BRECK HILL RD	405/  5/  /  / 	  4336/0984	$757,100	$831,200	14.53	1010	SINGLE FAM MDL01	RD	1	2021	$561,200	$270,000	$831,200	$0	01/08/2018	$700,000	06/05/2012	$497,900	$258,900	$756,800	$497,900	$324,100	$822,000	20:11:42	389
643	105 ORFORD RD (LAND ONLY)	407/  4/  /  / 	  2507/0744	$40,400	$40,400	2.2	9035	TOWN-PROP	RD	1	2021	$0	$40,400	$40,400	$0	12/20/2000	$20,000	07/17/1992	$0	$37,000	$37,000	$0	$37,000	$37,000	20:11:43	390
648	41 POST POND LN	407/  9/  /  / 	  3574/0925	$1,331,000	$1,331,000	2.2	1013	SFR WATER  MDL-01	RD	1	2021	$838,300	$492,700	$1,331,000	$1,406,200	01/09/2009	$579,000	09/01/1998	$685,900	$638,500	$1,324,400	$685,900	$638,500	$1,324,400	20:11:44	391
538	133 BRECK HILL RD	405/  9/  /  / 	  4359/0442	$552,600	$636,400	18.29	1010	SINGLE FAM MDL01		1	2021	$377,000	$259,400	$636,400	$475,000	05/10/2018			$336,800	$176,900	$513,700	$336,800	$252,900	$589,700	20:11:45	392
540	722 RIVER RD	405/  11/  /  / 	  2343/0995	$481,300	$597,700	23.2	1010	SINGLE FAM MDL01	RD	1	2021	$296,800	$300,900	$597,700	$0	06/12/1998			$244,500	$199,900	$444,400	$244,500	$305,400	$549,900	20:11:46	393
542	668 RIVER RD	405/  13/  /  / 	  4348/0783	$325,500	$325,500	1.8	1010	SINGLE FAM MDL01	RD	1	2021	$177,800	$147,700	$325,500	$276,000	03/19/2018			$164,900	$130,300	$295,200	$164,900	$130,300	$295,200	20:11:46	394
543	664 RIVER RD	405/  14/  /  / 	  4506/ 726	$1,500	$54,100	13.64	1320	RES ACLNUD	RD	1	2021	$0	$54,100	$54,100	$17,000	03/18/2020			$0	$1,400	$1,400	$0	$44,300	$44,300	20:11:47	395
544	658 RIVER RD	405/  15/  /  / 	  4182/ 178	$233,900	$233,900	1.2	1030	MOBILE HOM  MDL-02	RD	1	2021	$62,700	$171,200	$233,900	$0	01/02/2016			$47,900	$113,500	$161,400	$47,900	$113,500	$161,400	20:11:48	396
545	652+654 RIVER RD	405/  16/  /  / 	  4548/  52	$270,900	$270,900	0.98	1010	SINGLE FAM MDL01	RD	1	2021	$102,700	$168,200	$270,900	$95,000	08/21/2020			$86,300	$111,000	$197,300	$86,300	$111,000	$197,300	20:11:49	397
546	644 RIVER RD	405/  17/  /  / 	  4575/ 214	$282,700	$332,900	14.7	1010	SINGLE FAM MDL01	RD	1	2021	$115,400	$217,500	$332,900	$329,900	11/16/2020	$225,000	04/19/2019	$107,900	$132,900	$240,800	$107,900	$178,400	$286,300	20:11:50	398
547	642 RIVER RD	405/  18/  /  / 	  4379/0069	$361,300	$361,300	5.59	1010	SINGLE FAM MDL01	RD	1	2021	$175,800	$185,500	$361,300	$0	08/01/2018	$200,000	08/25/1997	$168,900	$156,700	$325,600	$168,900	$156,700	$325,600	20:11:51	399
102814	111 ORFORD RD (REC AREA)	407/  5/  1000/  / 	   970/ 484	$391,900	$391,900	11.8	9030	MUNICPAL  MDL-00	RD	1	2021	$49,000	$342,900	$391,900	$0	05/09/1962			$42,600	$278,300	$320,900	$42,600	$278,300	$320,900	20:11:51	400
552	614 RIVER RD	405/  21/  /  / 	  1280/0667	$137,100	$280,000	41	1060	AC LND IMP	RD	1	2021	$3,600	$276,400	$280,000	$0				$3,500	$118,200	$121,700	$3,500	$247,500	$251,000	20:11:52	401
102815	115 ORFORD RD (CHAFFEE)	407/  5/  2000/  / 	  1319/ 422	$126,900	$126,900	21.02	9035	TOWN-PROP	RD	1	2021	$0	$126,900	$126,900	$0	10/07/1977			$0	$114,900	$114,900	$0	$114,900	$114,900	20:11:53	402
557	610 RIVER RD	405/  22/  1000/  / 	  4163/ 244	$318,700	$318,700	8.9	1010	SINGLE FAM MDL01		1	2021	$114,900	$203,800	$318,700	$115,066	10/06/2015			$91,600	$151,000	$242,600	$91,600	$151,000	$242,600	20:11:54	403
558	608 RIVER RD	405/  22/  2000/  / 	  4558/ 218	$207,000	$207,000	2.4	1030	MOBILE HOM  MDL-02	RD	1	2021	$45,800	$161,200	$207,000	$160,000	09/25/2020			$50,400	$127,300	$177,700	$50,400	$127,300	$177,700	20:11:55	404
559	10 GREGORY RD	405/  23/  /  / 	  1661/0770	$447,800	$570,700	11.50	1010	SINGLE FAM MDL01	RD	1	2021	$300,300	$270,400	$570,700	$53,635	04/16/1987			$257,700	$179,400	$437,100	$257,700	$278,200	$535,900	20:11:56	405
560	591 RIVER RD	405/  24/  /  / 	  3389/ 560	$286,300	$286,300	1.6	1010	SINGLE FAM MDL01	RD	1	2021	$123,400	$162,900	$286,300	$0	03/23/2007	$4,000	09/23/1993	$123,500	$128,700	$252,200	$123,500	$128,700	$252,200	20:11:57	406
561	597 RIVER RD (PORTER CEMETERY	405/  25/  /  / 	 	$12,200	$12,200	0.36	9035	TOWN-PROP		1	2021	$0	$12,200	$12,200	$0				$0	$11,900	$11,900	$0	$11,900	$11,900	20:11:59	407
102834	67  ACORN HILL RD	408/  63/  /  / 	  4250/0161	$1,206,400	$1,382,700	32.13	1010	SINGLE FAM MDL01	RD	1	2021	$860,200	$522,500	$1,382,700	$410,000	11/22/2016			$756,800	$297,800	$1,054,600	$756,800	$457,400	$1,214,200	20:11:59	408
563	609 RIVER RD	405/  27/  /  / 	  3449/0926	$580,900	$580,900	7.6	1013	SFR WATER  MDL-01	RD	1	2021	$344,200	$236,700	$580,900	$500,000	09/17/2007	$235,000	09/11/1995	$299,500	$204,300	$503,800	$299,500	$204,300	$503,800	20:12:00	409
564	625 RIVER RD	405/  28/  /  / 	  3165/0988	$859,800	$1,155,300	54.6	1013	SFR WATER  MDL-01	RD	1	2021	$497,800	$657,500	$1,155,300	$650,000	07/14/2005			$421,500	$290,600	$712,100	$421,500	$550,300	$971,800	20:12:01	410
565	639 RIVER RD	405/  29/  /  / 	002884/0020	$511,500	$580,000	21	1010	SINGLE FAM MDL01	RD	1	2021	$247,800	$332,200	$580,000	$0	08/29/2003	$415,000	05/01/2003	$256,000	$188,100	$444,100	$256,000	$250,200	$506,200	20:12:02	411
102874	177  GRAFTON TPK	413/  8/  /  / 	  1397/0757	$3,800	$207,500	71	6324	OTUN-4	ELD	1	2021	$0	$207,500	$207,500	$0	01/01/1981			$0	$3,800	$3,800	$0	$176,900	$176,900	20:12:03	412
102766	616 RIVER RD	405/  20/  /  / 	  4118/0695	$346,100	$346,100	1.8	1010	SINGLE FAM MDL01	RD	1	2021	$171,800	$174,300	$346,100	$0	04/02/2015			$169,600	$153,300	$322,900	$169,600	$153,300	$322,900	20:12:04	413
102875	520  DORCHESTER RD	420/  27/  /  / 	  4216/0484	$13,700	$848,300	370	6115	WPMR-5	ELD	1	2021	$0	$848,300	$848,300	$1,300,000	06/27/2016	$1,246,000	09/19/2013	$0	$13,700	$13,700	$0	$718,400	$718,400	20:12:05	414
102768	29 HIGH ST	201/  128/  2000/  / 	  2197/0241	$109,300	$109,300	2.77	1300	RES ACLNDV	LCD	1	2021	$0	$109,300	$109,300	$165,000	05/17/1996			$0	$83,800	$83,800	$0	$83,800	$83,800	20:12:06	415
102916	94 NORTH THETFORD RD	404/  46/  /  / 	  3937/0178	$25,000	$294,700	62	6505	FARM-5	RD	1	2021	$0	$294,700	$294,700	$186,000	12/04/2012	$140,000	05/09/2010	$0	$25,000	$25,000	$0	$238,600	$238,600	20:12:07	416
1049	116 DORCHESTER RD	409/  94/  /  / 	  3185/0660	$192,500	$192,500	17	1010	SINGLE FAM MDL01	RD	2	2021	$31,100	$161,400	$192,500	$131,266	08/24/2005			$28,800	$132,700	$161,500	$28,800	$132,700	$161,500	20:12:08	417
1051	98 DORCHESTER RD	409/  95/  /  / 	  4662/  95	$220,800	$220,800	4.4	1030	MOBILE HOM  MDL-02	RD	1	2021	$73,600	$147,200	$220,800	$2,667	08/09/2021	$205,000	04/18/2006	$66,800	$114,100	$180,900	$66,800	$114,100	$180,900	20:12:09	418
1052	72 DORCHESTER RD	409/  96/  /  / 	  1772/ 531	$254,300	$379,200	23.3	1010	SINGLE FAM MDL01	RD	1	2021	$118,300	$260,900	$379,200	$4,000	11/02/1988			$73,500	$94,100	$167,600	$73,500	$207,500	$281,000	20:12:09	419
1053	136 WASHBURN HILL RD	409/  98/  /  / 	  4322/0033	$1,187,500	$1,903,600	249.3	1010	SINGLE FAM MDL01	RD	1	2021	$859,100	$1,044,500	$1,903,600	$1,700,000	11/01/2017	$1,650,000	04/02/2004	$779,800	$366,200	$1,146,000	$779,800	$1,015,800	$1,795,600	20:12:10	420
1054	92 WASHBURN HILL RD	409/  99/  /  / 	4123-0565	$2,085,800	$2,482,200	84	1080	SFR/ACC UNIT	RD	1	2021	$1,616,600	$865,600	$2,482,200	$2,650,000	04/28/2015	$1,535,000	04/25/2005	$1,158,900	$417,200	$1,576,100	$1,158,900	$776,400	$1,935,300	20:12:11	421
1055	100 EAST ST	409/  100/  /  / 	  4519/ 340	$16,900	$327,000	113	6124	WPUN-4	RD	1	2021	$0	$327,000	$327,000	$328,900	05/14/2020			$0	$16,900	$16,900	$0	$199,100	$199,100	20:12:12	422
1057	60 EAST ST	410/  2/  /  / 	  4519/ 337	$1,700	$72,300	28.4	6224	HWUN-4	RD	1	2021	$0	$72,300	$72,300	$112,133	05/14/2020			$0	$1,700	$1,700	$0	$64,800	$64,800	20:12:13	423
1060	232 BAKER HILL RD	410/  5/  /  / 	002779/0048	$1,145,300	$1,390,700	44.4	1010	SINGLE FAM MDL01	RD	1	2021	$952,200	$438,500	$1,390,700	$0	02/17/2003	$90,000	03/20/1998	$766,000	$147,900	$913,900	$766,000	$362,100	$1,128,100	20:12:14	424
804	66 HIGHBRIDGE RD	407/  113/  /  / 	  4464/0258	$689,000	$900,100	47.70	1090	MULTI HSES	RD	2	2021	$453,900	$446,200	$900,100	$0	09/11/2019	$4,000	05/04/1998	$364,800	$170,300	$535,100	$364,800	$361,800	$726,600	20:12:15	425
806	42 HIGHBRIDGE RD	407/  114/  /  / 	  4359/0624	$921,500	$1,052,000	21.30	1010	SINGLE FAM MDL01	RD	1	2021	$715,100	$336,900	$1,052,000	$912,500	05/11/2018	$865,000	06/24/2015	$545,900	$178,900	$724,800	$545,900	$294,800	$840,700	20:12:15	426
807	41 HIGHBRIDGE RD	407/  115/  /  / 	  4383/0493	$14,500	$722,500	205	6335	OTUNR-5	RD	1	2021	$0	$722,500	$722,500	$515,000	08/23/2018			$0	$14,500	$14,500	$0	$628,800	$628,800	20:12:16	427
808	53 HIGHBRIDGE RD	407/  116/  /  / 	  4137/0288	$452,600	$452,600	6.4	1010	SINGLE FAM MDL01	RD	1	2021	$268,500	$184,100	$452,600	$429,000	06/22/2015	$175,000	06/06/1994	$227,400	$162,700	$390,100	$227,400	$162,700	$390,100	20:12:17	428
809	65 HIGHBRIDGE RD	407/  117/  /  / 	 	$377,700	$377,700	5.09	1010	SINGLE FAM MDL01	RD	1	2021	$194,900	$182,800	$377,700	$0				$157,100	$169,000	$326,100	$157,100	$169,000	$326,100	20:12:18	429
810	85 HIGHBRIDGE RD	407/  118/  /  / 	  4213/0942	$1,007,500	$1,132,200	16.45	1010	SINGLE FAM MDL01	RD	1	2021	$747,800	$384,400	$1,132,200	$1,620,000	06/26/2016	$625,000	11/07/1996	$780,200	$262,300	$1,042,500	$780,200	$375,200	$1,155,400	20:12:19	430
811	95 HIGHBRIDGE RD	407/  119/  /  / 	  4534/ 526	$232,200	$369,700	29.92	1060	AC LND IMP	RD	1	2021	$17,300	$352,400	$369,700	$0	07/07/2020			$15,100	$191,000	$206,100	$15,100	$315,900	$331,000	20:12:19	431
812	124 PINNACLE RD	407/  120/  /  / 	  4157/  63	$396,700	$471,300	13.89	1010	SINGLE FAM MDL01	RD	1	2021	$256,800	$214,500	$471,300	$0	09/09/2015	$13,000	12/10/1976	$207,600	$107,200	$314,800	$207,600	$174,900	$382,500	20:12:20	432
814	1 CUTTING HILL LN	407/  122/  /  / 	  4043/0506	$670,300	$670,300	2.3	1010	SINGLE FAM MDL01	RD	1	2021	$494,100	$176,200	$670,300	$0	03/06/2014	$140,000	09/06/2002	$513,600	$155,000	$668,600	$513,600	$155,000	$668,600	20:12:21	433
815	11 CUTTING HILL LN	407/  123/  /  / 	  4533/ 658	$630,700	$630,700	10	1090	MULTI HSES	RD	2	2021	$378,600	$252,100	$630,700	$608,000	07/06/2020			$334,900	$200,900	$535,800	$334,900	$200,900	$535,800	20:12:22	434
820	19 CUTTING HILL LN	407/  125/  1000/  / 	  2600/0174	$1,149,500	$1,233,600	12.50	1010	SINGLE FAM MDL01	RD	1	2021	$954,300	$279,300	$1,233,600	$2,666	11/02/2001	$360,000	07/31/1995	$839,700	$207,500	$1,047,200	$839,700	$271,700	$1,111,400	20:12:23	435
821	47 HIGHBRIDGE RD	407/  125/  2000/  / 	  2151/0999	$1,300	$243,100	21.6	6236	HWUNR-6		1	2021	$0	$243,100	$243,100	$0	07/31/1995			$0	$1,300	$1,300	$0	$200,300	$200,300	20:12:24	436
824	98 PINNACLE RD	407/  128/  /  / 	PC-0370	$228,800	$228,800	10	1010	SINGLE FAM MDL01	RD	1	2021	$38,200	$190,600	$228,800	$0	06/16/2008			$31,300	$146,500	$177,800	$31,300	$146,500	$177,800	20:12:24	437
826	7 MASA MOREY LN	407/  130/  /  / 	  3829/0418	$509,000	$610,200	29.8	1010	SINGLE FAM MDL01	RD	1	2021	$301,900	$308,300	$610,200	$0	10/25/2011	$29,000	11/19/1986	$278,700	$152,800	$431,500	$278,700	$244,700	$523,400	20:12:25	438
827	43 MASA MOREY LN	407/  131/  /  / 	  2713/0090	$1,315,700	$1,649,700	85.15	1090	MULTI HSES	RD	2	2021	$749,700	$900,000	$1,649,700	$2,666	09/10/2002	$700,000	01/14/1994	$728,500	$531,300	$1,259,800	$728,500	$834,100	$1,562,600	20:12:26	439
829	64 PINNACLE RD	407/  133/  /  / 	  4023/0682	$688,800	$752,100	19.00	1090	MULTI HSES	RD	3	2021	$393,900	$358,200	$752,100	$0	11/06/2013	$15,000	12/02/1977	$325,300	$210,600	$535,900	$325,300	$267,600	$592,900	20:12:27	440
830	50 PINNACLE RD	407/  134/  /  / 	  4023/0680	$298,700	$298,700	0.89	1010	SINGLE FAM MDL01	RD	1	2021	$159,900	$138,800	$298,700	$0	11/06/2013	$120,000	02/15/2011	$133,400	$93,400	$226,800	$133,400	$93,400	$226,800	20:12:28	441
831	24 PINNACLE RD	407/  135/  /  / 	  1835/ 703	$1,836,000	$1,836,000	38.1	1090	MULTI HSES		3	2021	$1,136,400	$699,600	$1,836,000	$205,053	12/01/1989	$168,000	05/15/1989	$1,092,100	$661,200	$1,753,300	$1,092,100	$661,200	$1,753,300	20:12:29	442
834	4 PINNACLE RD	407/  138/  /  / 	  2373/0736	$276,500	$276,500	0.69	1010	SINGLE FAM MDL01	RD	1	2021	$156,300	$120,200	$276,500	$4,000	02/09/1999			$150,100	$100,700	$250,800	$150,100	$100,700	$250,800	20:12:30	443
594	68 BRECK HILL RD	405/  47/  /  / 	  3609/0957	$763,000	$798,800	8.01	1010	SINGLE FAM MDL01		1	2021	$541,800	$257,000	$798,800	$630,000	05/19/2009	$437,950	08/13/1988	$459,400	$224,800	$684,200	$459,400	$257,300	$716,700	20:12:31	444
597	52 BRECK HILL RD	405/  50/  /  / 	  3402/0127	$992,000	$1,089,400	15.25	1010	SINGLE FAM MDL01	RD	1	2021	$689,900	$399,500	$1,089,400	$0	04/24/2007			$623,600	$288,500	$912,100	$623,600	$376,500	$1,000,100	20:12:32	445
598	263 ORFORD RD (LAND ONLY)	406/  1/  /  / 	  2293/0700	$35,000	$35,000	8.8	9035	TOWN-PROP	RD	1	2021	$0	$35,000	$35,000	$0	01/20/1998	$199,000	07/01/1994	$0	$30,000	$30,000	$0	$30,000	$30,000	20:12:33	446
600	301 ORFORD RD	406/  3/  /  / 	  4664/ 291	$261,800	$261,800	3.5	1010	SINGLE FAM MDL01		1	2021	$133,000	$128,800	$261,800	$307,000	09/02/2021	$240,500	12/08/2020	$137,600	$109,600	$247,200	$137,600	$109,600	$247,200	20:12:35	447
603	385 ORFORD RD	406/  6/  /  / 	  2980/0489	$20,600	$250,000	64	6515	FARMR-5	RD	1	2021	$0	$250,000	$250,000	$0	04/08/2004			$0	$20,600	$20,600	$0	$254,000	$254,000	20:12:36	448
