PID	Street Address	MBLU	Assessment	Appraisal	Lot Size (acres)	Land Use Code	Description	Zoning District	# Buildings	Year	Improvements	Land	Total	
756	115 WHIPPLE HILL RD	407/  76/  3000/  / 	$601,300	$832,300	80.13	1010	SINGLE FAM MDL01	RD	1	2016	$350,100	$482,200	$832,300	10:20:01	824
764	150 WHIPPLE HILL RD	407/  83/  /  / 	$140,000	$140,000	1	1010	SINGLE FAM MDL01		1	2016	$55,500	$84,500	$140,000	10:20:05	825
736	7 TAVERN LN	407/  60/  3000/  / 	$1,267,200	$1,267,200	8.91	1010	SINGLE FAM MDL01	URD	2	2016	$977,700	$289,500	$1,267,200	10:20:08	826
101282	6 ISAAC PERKINS RD	409/  77/  /  / 	$423,000	$655,900	49.6	1010	SINGLE FAM MDL01	RD	1	2016	$267,400	$388,500	$655,900	10:20:10	827
101325	310 DARTMOUTH COLLEGE HY	403/  1/  /  / 	$836,500	$1,081,100	54.32	1010	SINGLE FAM MDL01	RD	1	2016	$594,700	$486,400	$1,081,100	10:20:11	828
101342	767 RIVER RD	405/  38/  2000/  / 	$1,339,200	$1,421,600	5	1013	SFR WATER  MDL-01	RD	1	2016	$811,100	$610,500	$1,421,600	10:20:15	829
101362	119 WHIPPLE HILL RD	407/  76/  1000/  / 	$227,900	$293,700	15.03	1010	SINGLE FAM MDL01	RD	1	2016	$108,200	$185,500	$293,700	10:20:16	830
1186	64 TYLER HILL RD	413/  11/  /  / 	$1,200	$52,600	23	6233	HWUNR-3	MFD	1	2016	$0	$52,600	$52,600	10:20:19	831
1188	172 GRAFTON TK	413/  14/  /  / 	$594,500	$759,200	105	1010	SINGLE FAM MDL01	ELD	1	2016	$464,400	$294,800	$759,200	10:20:22	832
1189	130 GRAFTON TK	413/  15/  /  / 	$6,800	$242,900	95	6134	WPUNR-4	ELD	1	2016	$0	$242,900	$242,900	10:20:23	833
1190	100 GRAFTON TK	413/  16/  /  / 	$88,200	$88,200	3.1	1060	AC LND IMP	ELD	1	2016	$1,000	$87,200	$88,200	10:20:26	834
1191	96 GRAFTON TK	413/  17/  /  / 	$84,500	$84,500	2.95	1300	RES ACLNDV	ELD	1	2016	$0	$84,500	$84,500	10:20:28	835
1193	25 CANAAN LEDGE LN (L/O)	413/  20/  /  / 	$68,300	$68,300	16	9035	TOWN-PROP	ELD	1	2016	$0	$68,300	$68,300	10:20:32	836
1194	Problem loading parcel PID 1194
1195	22 CANAAN LEDGE LN	413/  22/  /  / 	$414,700	$414,700	7.02	1010	SINGLE FAM MDL01		1	2016	$289,100	$125,600	$414,700	10:20:38	838
1197	14 CANAAN LEDGE LN	413/  24/  /  / 	$52,800	$52,800	2	1060	AC LND IMP		1	2016	$3,900	$48,900	$52,800	10:20:40	839
1198	16 CANAAN LEDGE LN	413/  25/  /  / 	$0	$0	0.00	102V	CONDO NL  MDL-00	ELD	1	2016	$0	$0	$0	10:20:43	840
1201	4 CANAAN LEDGE LN	413/  28/  /  / 	$377,100	$377,100	2	1010	SINGLE FAM MDL01	ELD	1	2016	$271,600	$105,500	$377,100	10:20:45	841
1202	2 CANAAN LEDGE LN	413/  29/  /  / 	$413,800	$413,800	2	1010	SINGLE FAM MDL01	ELD	1	2016	$308,300	$105,500	$413,800	10:20:48	842
1203	72 GRAFTON TK	413/  30/  /  / 	$268,800	$268,800	2	1010	SINGLE FAM MDL01	ELD	1	2016	$169,000	$99,800	$268,800	10:20:50	843
1204	70 GRAFTON TK	413/  31/  /  / 	$328,600	$328,600	2	1010	SINGLE FAM MDL01	ELD	1	2016	$223,100	$105,500	$328,600	10:20:52	844
1206	GRAFTON TK	413/  33/  /  / 	$565,200	$565,200	556	9000	US GOVT	SD	1	2016	$0	$565,200	$565,200	10:20:55	845
1207	5 FLINT HILL RD	414/  1/  /  / 	$12,600	$12,600	1.1	1320	RES ACLNUD	RD	1	2016	$0	$12,600	$12,600	10:20:57	846
1338	61 POUT POND LN	415/  14/  /  / 	$673,600	$692,500	5.28	1010	SINGLE FAM MDL01	RD	1	2016	$518,300	$174,200	$692,500	10:21:01	847
1342	69 POUT POND LN	415/  17/  /  / 	$602,200	$602,200	5.28	1010	SINGLE FAM MDL01	RD	1	2016	$405,700	$196,500	$602,200	10:21:03	848
1343	73 POUT POND LN	415/  18/  /  / 	$272,400	$272,400	5.47	1010	SINGLE FAM MDL01	RD	1	2016	$111,900	$160,500	$272,400	10:21:04	849
1352	82 POUT POND LN	415/  20/  1000/  / 	$492,900	$699,100	67.57	1010	SINGLE FAM MDL01	MFD	1	2016	$248,600	$450,500	$699,100	10:21:06	850
1353	79 POUT POND LN	415/  20/  2000/  / 	$920,900	$969,400	11.08	1010	SINGLE FAM MDL01	RD	1	2016	$674,200	$295,200	$969,400	10:21:10	851
1354	84 POUT POND LN	415/  20/  3000/  / 	$634,900	$706,200	9.13	1090	MULTI HSES	RD	2	2016	$390,500	$315,700	$706,200	10:21:14	852
1355	101 SMITH MOUNTAIN RD	415/  21/  /  / 	$7,500	$227,300	139	6103	WPM-3	MFD	1	2016	$0	$227,300	$227,300	10:21:16	853
1356	141 SMITH MOUNTAIN RD	415/  22/  /  / 	$59,500	$2,254,200	1871.8	6214	HWMR-4	MFD	1	2016	$0	$2,254,200	$2,254,200	10:21:18	854
1358	121 TROUT POND LN	415/  24/  /  / 	$1,800	$27,900	31	6234	HWUNR-4	MFD	1	2016	$0	$27,900	$27,900	10:21:20	855
1360	200 SMITH MOUNTAIN RD	415/  26/  /  / 	$12,400	$206,800	117.4	6133	WPUNR-3	MFD	1	2016	$0	$206,800	$206,800	10:21:21	856
1361	174 SMITH MOUNTAIN RD	415/  27/  /  / 	$3,000	$128,500	63.7	6232	HWUNR-2	MFD	1	2016	$0	$128,500	$128,500	10:21:24	857
1362	164 SMITH MOUNTAIN RD	415/  28/  /  / 	$13,300	$86,900	130	1320	RES ACLNUD	MFD	1	2016	$0	$86,900	$86,900	10:21:26	858
1364	66 ORFORDVILLE RD	416/  1/  /  / 	$1,500	$168,500	18	6225	HWUN-5	RD	1	2016	$0	$168,500	$168,500	10:21:29	859
1365	58 ORFORDVILLE RD	416/  2/  /  / 	$200	$22,400	2.9	6235	HWUNR-5	RD	1	2016	$0	$22,400	$22,400	10:21:32	860
1366	40 ORFORDVILLE RD	416/  3/  /  / 	$1,600	$184,800	41	6215	HWMR-5	RD	1	2016	$0	$184,800	$184,800	10:21:34	861
1367	179 PINNACLE RD	416/  4/  /  / 	$166,200	$166,200	9.5	1030	MOBILE HOM  MDL-02	RD	1	2016	$3,300	$162,900	$166,200	10:21:37	862
1373	226 PINNACLE RD	416/  10/  /  / 	$1,349,700	$1,526,800	44.50	1010	SINGLE FAM MDL01	RD	2	2016	$946,000	$580,800	$1,526,800	10:21:40	863
1171	177 GRAFTON TK	413/  7/  /  / 	$1,200	$65,400	14.3	6225	HWUN-5	ELD	1	2016	$0	$65,400	$65,400	10:21:43	864
1374	15 DAVISON LN	416/  11/  /  / 	$389,500	$389,500	9.35	1010	SINGLE FAM MDL01	RD	1	2016	$181,700	$207,800	$389,500	10:21:46	865
1379	30 DAVISON LN	416/  14/  /  / 	$4,300	$131,400	65.7	6235	HWUNR-5		1	2016	$0	$131,400	$131,400	10:21:48	866
1382	16 DAVISON LN	416/  16/  /  / 	$885,900	$885,900	3.6	1010	SINGLE FAM MDL01		1	2016	$495,200	$390,700	$885,900	10:21:50	867
1187	194 GRAFTON TK	413/  13/  /  / 	$500	$55,000	6.3	6225	HWUN-5	ELD	1	2016	$0	$55,000	$55,000	10:21:53	868
1384	196 PINNACLE RD	416/  18/  /  / 	$855,100	$1,068,800	58.9	1010	SINGLE FAM MDL01	RD	1	2016	$514,900	$553,900	$1,068,800	10:21:55	869
1385	192 PINNACLE RD	416/  19/  /  / 	$692,700	$781,700	10.51	1010	SINGLE FAM MDL01	RD	1	2016	$468,200	$313,500	$781,700	10:21:57	870
1386	25 PONY HILL LN	416/  20/  /  / 	$1,235,100	$1,527,800	48	1010	SINGLE FAM MDL01	RD	1	2016	$843,000	$684,800	$1,527,800	10:21:59	871
1388	3 TROUT POND LN	416/  22/  /  / 	$8,200	$234,700	135	6222	HWUN-2	MFD	1	2016	$0	$234,700	$234,700	10:22:02	872
1389	36 PONY HILL LN	416/  23/  /  / 	$253,400	$291,000	15	1010	SINGLE FAM MDL01	RD	1	2016	$111,500	$179,500	$291,000	10:22:05	873
1394	100 DAVISON LN	416/  24/  /  / 	$11,800	$151,200	378	6213	HWMR-3		1	2016	$0	$151,200	$151,200	10:22:08	874
1399	281 SMITH MOUNTAIN RD	416/  25/  /  / 	$3,600	$56,000	70	6233	HWUNR-3	MFD	1	2016	$0	$56,000	$56,000	10:22:10	875
1400	180 CELLARS LN	416/  26/  /  / 	$6,300	$85,200	131	6232	HWUNR-2	MFD	1	2016	$0	$85,200	$85,200	10:22:12	876
1401	190 CELLARS LN	416/  27/  /  / 	$3,300	$44,800	56	6323	OTUN-3	MFD	1	2016	$0	$44,800	$44,800	10:22:15	877
1402	115 ORFORDVILLE RD	417/  1/  /  / 	$4,000	$220,100	30.1	6325	OTUN-5	RD	1	2016	$0	$220,100	$220,100	10:22:17	878
1403	137 ORFORDVILLE RD	417/  2/  /  / 	$100	$7,800	3.1	6810	WETLANDS-REC	RD	1	2016	$0	$7,800	$7,800	10:22:19	879
1410	120 ORFORDVILLE RD	417/  6/  1000/  / 	$268,600	$337,900	11.15	1010	SINGLE FAM MDL01	RD	1	2016	$153,800	$184,100	$337,900	10:22:22	880
1412	124 CELLARS LN	417/  7/  /  / 	$172,100	$270,800	25.00	1010	SINGLE FAM MDL01	MFD	1	2016	$96,200	$174,600	$270,800	10:22:25	881
1413	395 SMITH MOUNTIAN RD	418/  1/  /  / 	$2,100	$78,800	35	6221	HWUN-1	MFD	1	2016	$0	$78,800	$78,800	10:22:27	882
1417	370 SMITH MOUNTAIN RD	418/  3/  /  / 	$16,700	$374,000	314	6234	HWUNR-4	MFD	1	2016	$0	$374,000	$374,000	10:22:29	883
102642	Problem loading parcel PID 102642
102643	Problem loading parcel PID 102643
101204	 WHIPPLE HILL RD	407/  86/  6000/  / 	$2,800	$161,000	7.61	6506	FARM-6	RD	1	2016	$0	$161,000	$161,000	10:22:39	886
101205	 WHIPPLE HILL RD	407/  86/  7000/  / 	$2,500	$159,500	7.5	6126	WPUN-6	RD	1	2016	$0	$159,500	$159,500	10:22:42	887
101262	46 POUT POND LN	414/  65/  /  / 	$544,400	$597,000	12.14	1010	SINGLE FAM MDL01	RD	1	2016	$380,700	$216,300	$597,000	10:22:45	888
101203	 WHIPPLE HILL RD	407/  86/  5000/  / 	$6,400	$195,100	15.1	6506	FARM-6	RD	1	2016	$0	$195,100	$195,100	10:22:49	889
100822	605 RIVER RD	405/  26/  /  / 	$399,400	$691,400	22.00	1013	SFR WATER  MDL-01	RD	1	2016	$134,100	$557,300	$691,400	10:22:52	890
102854	158 GOOSE POND RD	401/  31/  2000/  / 	$115,500	$115,500	1.04	1010	SINGLE FAM MDL01	RD	1	2016	$45,900	$69,600	$115,500	10:22:55	891
100863	161 GOOSE POND RD	401/  23/  1200/  / 	$236,400	$236,400	3.44	1010	SINGLE FAM MDL01		1	2016	$154,900	$81,500	$236,400	10:22:59	892
101082	10 WHIPPLE HILL RD-GRAVELPIT	407/  86/  1100/  / 	$135,200	$135,200	4.27	4430	GRAVEL PIT	RD	1	2016	$0	$135,200	$135,200	10:23:02	893
101143	53 SMITH MOUNTAIN RD	414/  15/  /  / 	$646,000	$726,200	24.5	1010	SINGLE FAM MDL01		1	2016	$503,500	$222,700	$726,200	10:23:05	894
100582	85 DARTMOUTH COLLEGE HY #9030	401/  55/  903/  / 	$346,100	$346,100	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$346,100	$0	$346,100	10:23:08	895
100622	81 BRECK HILL RD	405/  3/  /  / 	$1,500	$49,600	8.26	6126	WPUN-6	RD	1	2016	$0	$49,600	$49,600	10:23:10	896
100142	85 DARTMOUTH COLLEGE HY #1010	401/  55/  101/  / 	$185,200	$185,200	0.00	1021	CONDO NL  MDL-05	BD	1	2016	$185,200	$0	$185,200	10:23:12	897
100162	85 DARTMOUTH COLLEGE HY #1020	401/  55/  102/  / 	$185,200	$185,200	0	1021	CONDO NL  MDL-05	BD	1	2016	$185,200	$0	$185,200	10:23:15	898
100163	85 DARTMOUTH COLLEGE HY #1030	401/  55/  103/  / 	$229,300	$229,300	0	1021	CONDO NL  MDL-05	BD	1	2016	$229,300	$0	$229,300	10:23:18	899
100164	85 DARTMOUTH COLLEGE HY #1050	401/  55/  105/  / 	$213,500	$213,500	0	1021	CONDO NL  MDL-05	BD	1	2016	$213,500	$0	$213,500	10:23:20	900
100243	82 NORTH THETFORD RD	407/  53/  4000/  / 	$519,300	$582,600	11.18	1010	SINGLE FAM MDL01	RD	1	2016	$388,000	$194,600	$582,600	10:23:22	901
100282	205 ORFORD RD	407/  53/  3000/  / 	$609,000	$609,000	8.7	1010	SINGLE FAM MDL01	RD	1	2016	$447,700	$161,300	$609,000	10:23:26	902
100462	85 DARTMOUTH COLLEGE HY #2030	401/  55/  203/  / 	$188,700	$188,700	0	1021	CONDO NL  MDL-05		1	2016	$188,700	$0	$188,700	10:23:31	903
100000	106 PRESTON RD	402/  18/  1000/  / 	$855,900	$919,500	15.33	1010	SINGLE FAM MDL01	RD	1	2016	$681,800	$237,700	$919,500	10:23:32	904
636	131 MUD TURTLE POND RD	406/  33/  /  / 	$3,300	$3,300	1.1	1320	RES ACLNUD	RD	1	2016	$0	$3,300	$3,300	10:23:35	905
100322	117 BRECK HILL RD	405/  7/  /  / 	$4,300	$70,300	14.78	6514	FARMR-4	RD	1	2016	$0	$70,300	$70,300	10:23:38	906
1019	41 ISAAC PERKINS RD	409/  64/  /  / 	$379,200	$379,200	3.2	1010	SINGLE FAM MDL01	RD	1	2016	$253,200	$126,000	$379,200	10:23:41	907
1101	59 PICO RD	410/  38/  /  / 	$243,700	$243,700	2.07	1010	SINGLE FAM MDL01	RD	1	2016	$157,500	$86,200	$243,700	10:23:45	908
1124	183 GOOSE POND RD	410/  61/  /  / 	$189,200	$189,200	1.9	1030	MOBILE HOM  MDL-02	RD	1	2016	$120,300	$68,900	$189,200	10:23:47	909
101243	32 POUT POND LN	409/  23/  1000/  / 	$674,900	$674,900	7.67	1010	SINGLE FAM MDL01	RD	1	2016	$486,400	$188,500	$674,900	10:23:48	910
100182	85 DARTMOUTH COLLEGE HY #1040	401/  55/  104/  / 	$326,100	$326,100	0	1021	CONDO NL  MDL-05		1	2016	$326,100	$0	$326,100	10:23:50	911
1192	17 CANAAN LEDGE LN (L/O)	413/  19/  /  / 	$18,100	$18,100	2.7	9035	TOWN-PROP	ELD	1	2016	$0	$18,100	$18,100	10:23:53	912
102	3 MAIN ST	201/  71/  /  / 	$99,400	$99,400	0.63	9010	STATE NH	LCD	1	2016	$7,500	$91,900	$99,400	10:23:56	913
138	1 DORCHESTER RD	201/  95/  /  / 	$1,329,600	$1,329,600	0.33	906I	CHURCH ETC  MDL-96	LCD	1	2016	$1,092,000	$237,600	$1,329,600	10:23:59	914
231	162 GOOSE POND RD	401/  31/  1000/  / 	$126,600	$126,600	1.03	1010	SINGLE FAM MDL01	RD	1	2016	$57,100	$69,500	$126,600	10:24:03	915
101582	 DORCHESTER RD	414/  48/  /  / 	$2,800	$108,000	54	6233	HWUNR-3		1	2016	$0	$108,000	$108,000	10:24:06	916
274	20 WILMOTT WY	401/  64/  /  / 	$299,600	$299,600	6	1010	SINGLE FAM MDL01	RD	1	2016	$197,900	$101,700	$299,600	10:24:09	917
100642	60 BRECK HILL RD	405/  49/  /  / 	$30,000	$30,000	5	1320	RES ACLNUD	RD	1	2016	$0	$30,000	$30,000	10:24:10	918
537	125 BRECK HILL RD	405/  8/  /  / 	$876,600	$876,600	4.06	1010	SINGLE FAM MDL01	RD	1	2016	$601,700	$274,900	$876,600	10:24:14	919
649	45 POST POND LN	407/  10/  /  / 	$551,100	$551,100	0.42	1013	SFR WATER  MDL-01		1	2016	$282,700	$268,400	$551,100	10:24:16	920
720	216 ORFORD RD	407/  56/  1000/  / 	$290,400	$290,400	5.04	1010	SINGLE FAM MDL01	RD	1	2016	$153,400	$137,000	$290,400	10:24:19	921
311	92 PRESTON RD	402/  19/  /  / 	$15,600	$537,000	146.1	6235	HWUNR-5	RD	1	2016	$0	$537,000	$537,000	10:24:23	922
234	148 GOOSE POND RD	401/  34/  /  / 	$312,600	$312,600	1.9	1010	SINGLE FAM MDL01	RD	1	2016	$234,500	$78,100	$312,600	10:24:26	923
238	104 GOOSE POND RD	401/  38/  /  / 	$201,600	$201,600	2.6	1010	SINGLE FAM MDL01	RD	1	2016	$108,100	$93,500	$201,600	10:24:29	924
243	54 GOOSE POND RD	401/  40/  /  / 	$900	$8,800	1.1	1300	RES ACLNDV	RD	1	2016	$0	$8,800	$8,800	10:24:32	925
277	62 RIVER RD	401/  67/  /  / 	$1,500	$48,300	4.4	6516	FARMR-6	RD	1	2016	$0	$48,300	$48,300	10:24:36	926
291	85 RIVER RD	401/  78/  /  / 	$6,400	$117,400	20	6515	FARMR-5	RD	1	2016	$0	$117,400	$117,400	10:24:39	927
303	23 WASHBURN HILL RD	402/  11/  /  / 	$453,700	$453,700	7.90	1040	TWO FAMILY	RD	2	2016	$310,800	$142,900	$453,700	10:24:42	928
317	71 PRESTON RD	402/  25/  /  / 	$489,300	$489,300	2	1010	SINGLE FAM MDL01		1	2016	$361,600	$127,700	$489,300	10:24:45	929
122	32 PLEASANT ST	201/  85/  /  / 	$329,500	$329,500	0.7	1010	SINGLE FAM MDL01	LCD	1	2016	$223,700	$105,800	$329,500	10:24:49	930
124	26+28 PLEASANT ST	201/  87/  /  / 	$466,900	$466,900	1	1050	THREE FAM	LCD	2	2016	$326,200	$140,700	$466,900	10:24:51	931
142	11 DORCHESTER RD	201/  99/  /  / 	$375,100	$375,100	1.71	1010	SINGLE FAM MDL01	LCD	1	2016	$190,500	$184,600	$375,100	10:24:55	932
152	38 HIGH ST	201/  105/  /  / 	$201,200	$201,200	0.22	1010	SINGLE FAM MDL01	LCD	1	2016	$130,800	$70,400	$201,200	10:24:57	933
169	12 CREAMERY LN	201/  119/  /  / 	$223,000	$223,000	0.61	1010	SINGLE FAM MDL01	LCD	1	2016	$130,800	$92,200	$223,000	10:25:00	934
180	19 ROCKY HILL LN	201/  130/  /  / 	$783,600	$847,600	18.7	1010	SINGLE FAM MDL01		1	2016	$557,700	$289,900	$847,600	10:25:04	935
201	114 DARTMOUTH COLLEGE HY	401/  13/  1000/  / 	$451,500	$579,300	29.93	1010	SINGLE FAM MDL01	RD	1	2016	$350,000	$229,300	$579,300	10:25:06	936
202	20 PRESTON RD	401/  13/  2000/  / 	$605,700	$1,042,300	112.33	1010	SINGLE FAM MDL01	RD	1	2016	$377,800	$664,500	$1,042,300	10:25:10	937
100122	378 DORCHESTER RD	414/  55/  /  / 	$441,700	$550,700	30	1010	SINGLE FAM MDL01	R	1	2016	$316,200	$234,500	$550,700	10:25:13	938
55	6 ON THE COMMON UNIT #6	201/  35/  0060/  / 	$151,200	$151,200	0	1021	CONDO NL  MDL-05	CD	1	2016	$151,200	$0	$151,200	10:25:17	939
57	2 ON THE COMMON	201/  37/  /  / 	$916,600	$916,600	1.4	1010	SINGLE FAM MDL01	LCD	1	2016	$714,200	$202,400	$916,600	10:25:19	940
62	30 UNION ST	201/  42/  /  / 	$576,100	$576,100	0.46	1010	SINGLE FAM MDL01	LCD	2	2016	$404,000	$172,100	$576,100	10:25:21	941
65	24 UNION ST	201/  45/  /  / 	$489,500	$489,500	1.1	1010	SINGLE FAM MDL01	LCD	1	2016	$288,100	$201,400	$489,500	10:25:23	942
67	20 UNION ST (BIG ROCK)	201/  47/  /  / 	$87,400	$87,400	12.82	9200	NON PROFIT  MDL-00	LCD	1	2016	$0	$87,400	$87,400	10:25:25	943
77	13 UNION ST	201/  51/  2000/  / 	$544,900	$544,900	2.07	1010	SINGLE FAM MDL01	LCD	1	2016	$338,100	$206,800	$544,900	10:25:27	944
88	1 HAMILTON LN	201/  62/  /  / 	$112,100	$112,100	0.26	1010	SINGLE FAM MDL01	LCD	1	2016	$36,900	$75,200	$112,100	10:25:30	945
95	2 EAST THETFORD RD	201/  69/  /  / 	$476,200	$476,200	0.72	1040	TWO FAMILY		1	2016	$287,100	$189,100	$476,200	10:25:32	946
117	25 PLEASANT ST	201/  80/  0010/  / 	$388,500	$388,500	0.00	102R	CONDO NL  MDL-01	LCD	2	2016	$388,500	$0	$388,500	10:25:35	947
29	14 MARKET ST	201/  22/  /  / 	$601,100	$601,100	3.91	1010	SINGLE FAM MDL01	LCD	1	2016	$393,200	$207,900	$601,100	10:25:39	948
30	10 MARKET ST	201/  23/  /  / 	$435,500	$435,500	1.38	1010	SINGLE FAM MDL01	LCD	1	2016	$273,700	$161,800	$435,500	10:25:41	949
33	6 MARKET ST	201/  26/  /  / 	$301,900	$301,900	0.29	1010	SINGLE FAM MDL01	LCD	1	2016	$148,000	$153,900	$301,900	10:25:44	950
921	77 ACORN HILL RD	408/  64/  2000/  / 	$396,400	$436,200	12.12	1090	MULTI HSES		2	2016	$267,600	$168,600	$436,200	10:25:47	951
934	108 FRANKLIN HILL RD	408/  70/  1000/  / 	$1,200	$174,700	15.7	6115	WPMR-5	R	1	2016	$0	$174,700	$174,700	10:25:49	952
939	96 FRANKLIN HILL RD	408/  71/  1000/  / 	$811,400	$990,700	47.12	1010	SINGLE FAM MDL01	RD	3	2016	$518,000	$472,700	$990,700	10:25:53	953
962	179 DORCHESTER RD	409/  15/  /  / 	$429,300	$429,300	0.42	1010	SINGLE FAM MDL01	LCD	1	2016	$311,100	$118,200	$429,300	10:25:55	954
969	45 ACORN HILL RD	409/  22/  /  / 	$222,700	$222,700	4.4	1010	SINGLE FAM MDL01	RD	1	2016	$118,900	$103,800	$222,700	10:25:57	955
977	8 ACORN HILL RD	409/  30/  /  / 	$718,100	$718,100	5	1010	SINGLE FAM MDL01	RD	1	2016	$565,300	$152,800	$718,100	10:26:01	956
899	21 HARDSCRABBLE LN	408/  54/  /  / 	$872,000	$1,072,900	30.3	1010	SINGLE FAM MDL01	RD	1	2016	$604,100	$468,800	$1,072,900	10:26:05	957
875	43 FRANKLIN HILL RD	408/  37/  /  / 	$612,900	$612,900	3.65	1010	SINGLE FAM MDL01	RD	1	2016	$411,400	$201,500	$612,900	10:26:09	958
877	73 FRANKLIN HILL RD	408/  39/  /  / 	$723,800	$803,000	11.34	1010	SINGLE FAM MDL01	RD	1	2016	$401,000	$402,000	$803,000	10:26:12	959
881	56 HORTON LN	408/  43/  /  / 	$1,351,400	$1,425,900	20	1010	SINGLE FAM MDL01	RD	1	2016	$990,200	$435,700	$1,425,900	10:26:16	960
895	181 ACORN HILL RD	408/  50/  /  / 	$767,300	$843,900	11.65	1010	SINGLE FAM MDL01	RD	1	2016	$574,400	$269,500	$843,900	10:26:18	961
896	11 HIGHBRIDGE RD	408/  51/  /  / 	$1,193,200	$1,268,000	14.9	1010	SINGLE FAM MDL01	RD	1	2016	$885,800	$382,200	$1,268,000	10:26:22	962
898	11 HARDSCRABBLE LN	408/  53/  /  / 	$1,200	$316,200	13.5	6226	HWUN-6	RD	1	2016	$0	$316,200	$316,200	10:26:25	963
839	39 PLEASANT ST	408/  2/  /  / 	$610,600	$773,800	41.97	1010	SINGLE FAM MDL01	LCD	1	2016	$470,800	$303,000	$773,800	10:26:27	964
768	150 ORFORD RD	407/  87/  /  / 	$632,200	$632,200	2.2	3400	OFFICE BLD  MDL-94	RD	1	2016	$464,000	$168,200	$632,200	10:26:30	965
771	1 PINNACLE RD	407/  90/  /  / 	$377,000	$377,000	5.4	0101	Single Fam	RD	1	2016	$216,300	$160,700	$377,000	10:26:33	966
785	65 PINNACLE RD	407/  97/  /  / 	$1,099,200	$1,314,600	69.00	1010	SINGLE FAM MDL01	RD	2	2016	$701,000	$613,600	$1,314,600	10:26:34	967
799	112 HIGHBRIDGE RD	407/  109/  /  / 	$524,800	$524,800	5.1	1010	SINGLE FAM MDL01	RD	1	2016	$363,200	$161,600	$524,800	10:26:38	968
27	22 MARKET ST	201/  20/  /  / 	$509,800	$509,800	2.08	1010	SINGLE FAM MDL01	LCD	1	2016	$325,200	$184,600	$509,800	10:26:42	969
36	18 ON THE COMMON	201/  29/  /  / 	$723,300	$723,300	2.2	3400	OFFICE BLD  MDL-94	LCD	1	2016	$404,700	$318,600	$723,300	10:26:43	970
51	6 ON THE COMMON UNIT #2	201/  35/  0020/  / 	$144,300	$144,300	0	1021	CONDO NL  MDL-05	LCD	1	2016	$144,300	$0	$144,300	10:26:46	971
52	6 ON THE COMMON UNIT #3	201/  35/  0030/  / 	$141,100	$141,100	0	1021	CONDO NL  MDL-05	LCD	1	2016	$141,100	$0	$141,100	10:26:50	972
53	6 ON THE COMMON UNIT #4	201/  35/  0040/  / 	$162,700	$162,700	0	1021	CONDO NL  MDL-05	LCD	1	2016	$162,700	$0	$162,700	10:26:52	973
1387	50 PONY HILL LN	416/  21/  /  / 	$2,800	$283,500	31	6234	HWUNR-4	RD	1	2016	$0	$283,500	$283,500	10:26:53	974
1406	128 ORFORDVILLE RD	417/  5/  /  / 	$1,029,200	$1,301,500	77.6	1010	SINGLE FAM MDL01	RD	1	2016	$754,700	$546,800	$1,301,500	10:26:57	975
1462	622 DORCHESTER RD	420/  22/  /  / 	$497,100	$643,300	73.67	1010	SINGLE FAM MDL01	ELD	1	2016	$280,900	$362,400	$643,300	10:26:59	976
1298	420 DORCHESTER RD	414/  53/  /  / 	$1,125,800	$1,250,300	29.24	1010	SINGLE FAM MDL01	ELD	1	2016	$900,600	$349,700	$1,250,300	10:27:00	977
1319	266 DORCHESTER RD	414/  63/  /  / 	$24,800	$163,200	20	1060	AC LND IMP	RD	1	2016	$3,900	$159,300	$163,200	10:27:02	978
1335	34 HARDSCRABBLE LN	415/  11/  /  / 	$553,200	$553,200	20	1010	SINGLE FAM MDL01	RD	1	2016	$309,700	$243,500	$553,200	10:27:05	979
1340	65 POUT POND LN	415/  15/  /  / 	$501,000	$501,000	5.02	1040	TWO FAMILY	RD	1	2016	$306,100	$194,900	$501,000	10:27:09	980
1341	67 POUT POND LN	415/  16/  /  / 	$771,900	$771,900	6.11	1010	SINGLE FAM MDL01	RD	1	2016	$540,800	$231,100	$771,900	10:27:12	981
1344	75+77 POUT POND LN	415/  19/  /  / 	$774,200	$1,236,500	298.1	1010	SINGLE FAM MDL01	RD	1	2016	$503,200	$733,300	$1,236,500	10:27:15	982
1263	307 DORCHESTER RD	414/  32/  /  / 	$285,600	$501,900	37.5	1010	SINGLE FAM MDL01	RD	1	2016	$156,600	$345,300	$501,900	10:27:19	983
787	67+69 PINNACLE RD	407/  99/  /  / 	$342,900	$342,900	0.7	1090	MULTI HSES	RD	2	2016	$247,800	$95,100	$342,900	10:27:22	984
963	181 DORCHESTER RD	409/  16/  /  / 	$429,200	$429,200	0.59	3400	OFFICE BLD  MDL-94	LCD	1	2016	$261,400	$167,800	$429,200	10:27:24	985
1058	294 BAKER HILL RD	410/  3/  /  / 	$21,300	$222,700	26	1060	AC LND IMP	RD	1	2016	$8,900	$213,800	$222,700	10:27:27	986
1277	443 DORCHESTER RD	414/  44/  /  / 	$13,900	$261,000	149	6334	OTUNR-4	ELD	1	2016	$0	$261,000	$261,000	10:27:31	987
1363	461 DORCHESTER RD	415/  29/  /  / 	$7,600	$80,700	112	1320	RES ACLNUD	MFD	1	2016	$0	$80,700	$80,700	10:27:35	988
